"","Date","dxy","gold"
"1689",2015-12-11,97.5699996948242,1076.90002441406
"1690",2015-12-14,97.5999984741211,1064.69995117188
"1691",2015-12-15,98.2200012207031,1062.90002441406
"1692",2015-12-16,97.870002746582,1078
"1693",2015-12-17,99.2699966430664,1050.80004882812
"1694",2015-12-18,98.6999969482422,1066.19995117188
"1695",2015-12-21,98.4599990844727,1081.90002441406
"1696",2015-12-22,98.2399978637695,1074.80004882812
"1697",2015-12-23,98.3399963378906,1069.40002441406
"1698",2015-12-24,97.9800033569336,1077.19995117188
"1699",2015-12-28,97.9199981689453,1070.5
"1700",2015-12-29,98.0999984741211,1077.5
"1701",2015-12-30,98.2699966430664,1060.09997558594
"1702",2015-12-31,98.629997253418,1060.30004882812
"1703",2016-01-04,98.870002746582,1075.09997558594
"1704",2016-01-05,99.4000015258789,1078.40002441406
"1705",2016-01-06,99.1800003051758,1091.90002441406
"1706",2016-01-07,98.2200012207031,1107.69995117188
"1707",2016-01-08,98.5400009155273,1097.80004882812
"1708",2016-01-11,98.7300033569336,1096.5
"1709",2016-01-12,98.9700012207031,1085.59997558594
"1710",2016-01-13,98.9300003051758,1087.5
"1711",2016-01-14,99.0899963378906,1073.90002441406
"1712",2016-01-15,98.9599990844727,1091.5
"1713",2016-01-19,98.9899978637695,1089.90002441406
"1714",2016-01-20,99.0899963378906,1107.09997558594
"1715",2016-01-21,99.0599975585938,1099.09997558594
"1716",2016-01-22,99.5699996948242,1097.19995117188
"1717",2016-01-25,99.3600006103516,1106.19995117188
"1718",2016-01-26,99.3600006103516,1121.69995117188
"1719",2016-01-27,98.9000015258789,1116.09997558594
"1720",2016-01-28,98.5100021362305,1115.59997558594
"1721",2016-01-29,99.6100006103516,1116.40002441406
"1722",2016-02-01,99,1127.90002441406
"1723",2016-02-02,98.870002746582,1127.30004882812
"1724",2016-02-03,97.2900009155273,1141.30004882812
"1725",2016-02-04,96.4700012207031,1157.59997558594
"1726",2016-02-05,97.0299987792969,1157.80004882812
"1727",2016-02-08,96.5699996948242,1197.90002441406
"1728",2016-02-09,96.0699996948242,1198.69995117188
"1729",2016-02-10,95.8899993896484,1194.69995117188
"1730",2016-02-11,95.5599975585938,1247.90002441406
"1731",2016-02-12,95.9800033569336,1239.09997558594
"1732",2016-02-16,96.870002746582,1207.90002441406
"1733",2016-02-17,96.7900009155273,1211.09997558594
"1734",2016-02-18,96.9499969482422,1226.09997558594
"1735",2016-02-19,96.5999984741211,1230.40002441406
"1736",2016-02-22,97.379997253418,1209.5
"1737",2016-02-23,97.4800033569336,1222.30004882812
